n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
486	1934.54	510.488	1103.988	4828.929	1263.379	1330.357	1417.248	1534.508	1638.78	1722.232	1816.952	1914.616	2054.499	2257.671	2585.695	2945.304	3184.836
487	1939.733	527.7962	1107.373	4865.863	1225.688	1325.536	1404.781	1523.833	1627.656	1719.751	1814.755	1934.576	2094.732	2268.396	2643.924	2936.908	3187.898
488	1934.205	506.6878	1076.6	4369.139	1236.509	1328.281	1406.262	1521.088	1622.916	1721.153	1818.545	1942.392	2077.247	2279.004	2632.57	2898.397	3125.555
489	1952.93	513.3484	1084.197	5204.457	1231.048	1342.497	1425.954	1562.916	1650.043	1748.827	1832.617	1944.884	2086.784	2283.01	2607.13	2980.198	3202.554
490	1963.411	538.0489	1044.237	4753.011	1251.185	1319.502	1411.647	1539.518	1647.594	1740.826	1814.142	1934.678	2101.474	2333.41	2669.349	3019.049	3262.115
491	1935.669	497.1741	1155.046	4099.558	1275.16	1343.257	1412.08	1531.882	1629.087	1713.746	1821.777	1929.802	2072.236	2282.47	2605.417	2934.892	3144.053
492	1965.508	506.5522	1109.43	4373.977	1295.097	1366.431	1450.884	1555.493	1647.365	1745.97	1863.811	1964.049	2109.716	2302.072	2677.226	3011.096	3160.104
493	1967.29	547.2469	1101.083	5021.02	1245.517	1350.904	1433.72	1550.022	1645.45	1734.588	1835.464	1947.888	2115.682	2293.69	2660.168	3057.13	3239.267
494	1964.151	513.4862	1119.28	4088.862	1287.045	1356.943	1436.251	1555.006	1641.865	1735.768	1844.021	1959.99	2089.473	2334.095	2683.354	2986.821	3267.231
495	1962.761	546.2887	1079.959	4804.287	1263.329	1365.474	1424.933	1544.271	1636.077	1727.174	1833.277	1943.684	2086.166	2313.856	2655.568	3039.082	3205.956
496	1963.004	482.3977	1140.985	4036.46	1292.565	1362.176	1459.785	1581.77	1671.463	1753.177	1859.117	1961.919	2113.829	2302.849	2615.185	2877.889	3117.695
497	1951.228	511.7621	1070.599	5031.688	1275.714	1352.505	1447.839	1556.177	1651.034	1743.963	1827.978	1940.091	2081.176	2267.12	2647.497	2947.644	3196.482
498	1989.973	502.4383	1140.613	4418.276	1291.072	1383.495	1456.466	1584.804	1686.158	1782.271	1891.918	1995.065	2129.499	2330.941	2658.316	2977.346	3188.491
499	1987.592	510.7858	1144.046	4254.133	1309.604	1391.253	1476.138	1567.629	1664.963	1755.665	1851.791	1973.609	2139.504	2344.62	2714.483	3025.23	3211.177
500	1981.646	498.6709	1161.025	4139.084	1278.555	1370.96	1448.624	1576.388	1687.522	1791.677	1875.469	1983.576	2120.752	2335.375	2657.5	2980.486	3182.629
501	2004.594	543.4395	1163.388	5509.716	1331.605	1384.701	1461.767	1587.197	1675.719	1767.156	1876.367	1990.988	2144.112	2340.576	2740.337	3072.699	3260.497
502	2011.993	512.3679	1168.828	4555.029	1317.115	1406.35	1476.778	1602.514	1701.115	1787.561	1885.983	2006.854	2153.766	2381.354	2746.087	3029.967	3218.684
503	1977.01	487.7947	1092.451	4230.616	1286.722	1380.044	1468.346	1589.24	1683.438	1786.109	1881.852	1976.138	2109.149	2309.569	2630.826	2940.703	3152.147
504	2000.512	556.3095	1126.583	4598.272	1276.872	1354.053	1428.98	1559.385	1657.96	1749.438	1866.992	1971.996	2140.852	2408.285	2774.277	3152.55	3311.504
505	2016.614	524.713	1033.624	5625.014	1313.491	1407.277	1492.636	1601.648	1695.277	1800.751	1899.008	2005.994	2179.74	2360.396	2678.619	3089.952	3277.89
506	1994.408	496.4458	1144.154	4212.955	1314.903	1386.906	1463.585	1570.418	1689.026	1781.017	1887.755	2013.548	2150.446	2322.243	2676.805	2985.634	3152.337
507	2051.353	563.6718	1154.207	6079.966	1323.041	1413.627	1510.966	1606.708	1709.025	1806.964	1900.397	2029.247	2184.61	2398.413	2850.827	3134.774	3401.705
508	2043.474	549.1726	1136.948	4792.776	1341.822	1432.188	1503.344	1605.948	1710.445	1816.046	1913.513	2030.113	2166.522	2404.178	2793.492	3119.062	3378.589
509	2038.462	560.2749	1163.166	4681.453	1342.05	1404.864	1483.156	1605.795	1706.689	1798.927	1895.364	2026.118	2163.365	2393.335	2772.279	3175.761	3451.019
510	2059.92	566.0998	1077.884	5435.04	1299.304	1386.989	1504.068	1604.729	1706.157	1803.407	1911.888	2066.468	2241.134	2449.018	2815.586	3156.36	3370.763
511	2025.14	520.5606	1128.977	4552.791	1331.427	1398.274	1480.963	1596.831	1701.575	1807.703	1919.599	2037.601	2187.335	2375.296	2693.589	3015.542	3281.264
512	2079.545	571.4678	1148.586	4769.619	1326.47	1420.265	1501.783	1617.569	1723.026	1835.58	1936.349	2069.29	2227.034	2458.231	2896.375	3273.378	3448.017
513	2009.783	528.8091	1183.39	4948.792	1322.863	1409.557	1490.59	1606.527	1701.369	1786.888	1874.664	1990.142	2139.251	2345.524	2701.397	3018.23	3273.703
514	2071.05	553.3764	1138.034	4827.477	1328.564	1422.256	1513.439	1651.737	1737.303	1836.938	1936.657	2064.784	2189.134	2438.199	2776.287	3215.465	3512.044
515	2052.347	553.865	1138.34	4817.859	1313.962	1421.888	1503.342	1624.787	1729.488	1811.279	1928.432	2050.668	2187.657	2385.895	2764.538	3184.089	3501.741
516	2049.234	542.5582	1187.484	5222.336	1332.119	1430.087	1520.269	1630.355	1724.342	1823.967	1919.981	2041.427	2190.136	2396.297	2687.255	3116.473	3339.981
517	2077.344	552.1194	1188.45	4756.023	1328.479	1417.631	1518.154	1637.428	1735.366	1840.39	1953.285	2074.096	2233.657	2435.587	2857.576	3181.005	3455.954
518	2053.72	567.5789	1077.125	5903.731	1312.597	1395.765	1496.948	1626.593	1725.526	1821.213	1924.736	2031.517	2185.943	2387.783	2769.401	3222.656	3413.901
519	2062.514	543.951	1148.637	4631.732	1338.431	1439.119	1518.045	1631.379	1726.533	1824.724	1935.071	2056.169	2215.398	2392.613	2799.503	3197.101	3391.973
520	2096.436	517.6752	1185.4	4567.964	1368.701	1444.6	1534.926	1647.463	1767.377	1895.252	1998.92	2124.139	2262.872	2498.809	2810.054	3089.67	3307.273
521	2091.15	546.0366	1233.331	4553.799	1340.4	1426.106	1518.747	1650.812	1745.323	1855.431	1957.703	2097.554	2266	2466.672	2888.548	3116.782	3376.361
522	2100.855	575.2155	1205.692	5440.762	1348.81	1442.037	1512.54	1655.806	1768.527	1858.924	1978.893	2092.496	2252.273	2472.858	2800.331	3185.296	3587.4
523	2084.076	541.4396	1184.822	4929.671	1365.865	1470.817	1541.8	1660.108	1749.321	1844.874	1950.326	2082.325	2236.47	2439.055	2802.789	3161.758	3433.178
524	2078.033	549.648	1173.228	6157.851	1365.761	1450.081	1531.077	1642.029	1760.087	1859.097	1945.104	2056.3	2207.308	2422.585	2771.92	3181.006	3430.258
525	2069.752	561.0187	1200.838	5312.553	1354.622	1441.687	1512.999	1652.947	1732.777	1830.725	1932.511	2050.541	2195.862	2407.908	2759.722	3130.839	3571.338
526	2112.789	544.4699	1112.025	4627.584	1361.989	1458.652	1545.578	1685.944	1776.088	1884.9	1992.353	2104.432	2254.254	2483.203	2890.571	3218.949	3391.191
527	2093.365	561.1179	1161.533	5743.04	1365.037	1429.38	1532.486	1642.187	1757.59	1854.637	1950.107	2087.75	2232.618	2499.905	2862.79	3161.468	3367.414
528	2091.63	534.0017	1163.701	4612.1	1357.482	1445.764	1520.497	1654.402	1773.379	1873.98	1984.586	2087.431	2247.702	2455.067	2803.271	3150.042	3370.001
529	2106.285	564.9351	1125.004	5241.223	1379.302	1457.229	1555.569	1662.397	1756.584	1861.062	1984.279	2089.961	2221.642	2483.311	2864.123	3238.922	3538.609
530	2144.629	584.7558	1252.493	5495.442	1422.301	1497.228	1559.962	1686.338	1791.47	1890.504	2011.061	2110.703	2288.879	2512.569	2925.377	3324.961	3603.159
531	2110.316	539.523	1213.031	4541.215	1393.215	1465.598	1551.082	1665.783	1776.865	1865.878	1987.932	2128.054	2259.887	2455.885	2870.616	3231.2	3432.716
532	2125.347	563.1198	1131.545	4918.013	1389.824	1487.048	1581.088	1681.233	1781.09	1871.109	1986.968	2125.821	2272.29	2487.172	2857.971	3233.511	3585.782
533	2130.657	568.4927	1178.639	4993.381	1382.979	1465.5	1537.014	1682.644	1777.655	1880.202	1989.472	2132.087	2282.605	2498.971	2945.338	3324.584	3588.238
534	2151.718	585.3214	1176.583	6005.708	1401.486	1482.11	1574.262	1707.238	1804.235	1899.239	2014.237	2131.011	2276.937	2524.902	2874.301	3335.841	3592.788
535	2136.215	569.6881	1206.378	5158.733	1374.476	1484.374	1585.702	1685.093	1787.869	1888.269	2006.501	2122.209	2275.962	2526.309	2898.934	3257.576	3540.738
536	2147.515	569.0551	1230.033	5145.438	1368.077	1463.725	1558.715	1702.286	1807.066	1906.755	2011.454	2148.896	2295.261	2531.347	2923.403	3268.935	3518.306
537	2158.69	559.423	1210.061	5363.845	1407.26	1505.801	1601.007	1706.822	1810.692	1909.72	2018.951	2146.32	2306.021	2550.972	2956.743	3330.477	3489.925
538	2166.962	573.4218	1206.091	4755.888	1431.415	1506.297	1586.326	1701.428	1803.278	1918.243	2032.653	2157.667	2315.006	2538.803	2948.76	3337.257	3577.532
539	2164.38	573.475	1181.328	4937.893	1400.335	1497.849	1583.186	1713.114	1812.587	1921.659	2013.818	2131.107	2310.35	2585.484	2971.757	3357.945	3561.77
540	2145.89	586.2018	1137.08	5410.331	1401.946	1489.51	1564.236	1683.478	1786.877	1892.823	2002.553	2135.951	2293.071	2497.995	2932.9	3334.047	3745.801
541	2159.934	587.9606	1181.863	5843.361	1403.257	1493.266	1579.987	1701.954	1801.655	1916.26	2029.801	2151.374	2310.964	2502.748	2948.642	3326.223	3623.806
542	2159.346	582.8432	1179.273	5114.939	1395.663	1500.613	1575.811	1708.126	1810.464	1909.119	2010.053	2141.127	2290.375	2496.707	2954.604	3399.119	3624.231
543	2165.597	566.3188	1192.111	4881.19	1420.191	1517.195	1591.263	1725.75	1811.216	1911.149	2022.975	2161.473	2320.318	2517.16	2959.488	3268.798	3584.791
544	2194.273	598.6575	1156.611	5328.854	1409.982	1494.903	1593.297	1723.871	1834.745	1942.821	2055.53	2182.256	2332.634	2559.008	2986.798	3383.68	3675.378
545	2151.906	556.8106	1199.973	4404.016	1405.15	1508.636	1585.798	1701.212	1805.136	1919.845	2012.191	2145.802	2313.69	2501.774	2928.625	3239.394	3555.864
546	2209.366	624.9364	1270.479	5712.884	1427.986	1516.285	1601.348	1743.746	1839.318	1936.11	2054.04	2172.974	2331.934	2596.137	3048.879	3427.952	3769.403
547	2213.109	582.8741	1218.108	5237.249	1440.481	1518.665	1615.064	1763.53	1863.302	1968.402	2068.034	2192.398	2383.503	2628.019	2968.771	3310.815	3550.476
548	2208.772	550.9356	1221.764	5614.38	1442.9	1561.29	1639.742	1761.357	1866.601	1965.023	2076.596	2199.534	2377.543	2626.653	2969.522	3255.062	3430.981
549	2179.409	541.2446	1132.694	5277.104	1438.555	1539.35	1637.978	1758.629	1859.734	1959.758	2065.383	2181.671	2334.269	2521.213	2882.452	3238.279	3504.776
550	2204.899	548.6547	1232.166	4962.51	1443.822	1539.788	1633.58	1763.338	1868.928	1976.538	2077.457	2191.9	2351.06	2583.312	2957.201	3289.21	3508.545
551	2266.617	623.0313	1301.393	5407.665	1440.21	1554.654	1637.103	1773.656	1878.985	1990.283	2111.775	2263.355	2420.545	2677.017	3103.408	3507.872	3800.195
552	2211.618	613.1853	1275.378	6149.565	1427.496	1521.003	1610.039	1749.355	1825.282	1920.642	2052.446	2190.32	2386.581	2640.186	2991.159	3422.861	3715.616
553	2211.072	586.892	1169.295	5110.333	1407.229	1524.883	1621.141	1763.049	1869.181	1965.757	2084.901	2197.236	2358.743	2597.261	2965.271	3374.884	3635.521
554	2205.34	575.6461	1286.644	5068.287	1424.029	1495.443	1607.133	1751.376	1854.901	1966.843	2069.646	2216.527	2384.543	2615.3	2937.847	3296.781	3519.771
555	2245.194	600.6915	1186.987	5607.302	1431.399	1517.48	1632.435	1769.644	1891.122	1994.867	2133.371	2245.523	2407.525	2636.386	3017.806	3365.073	3651.896
556	2225.942	591.4874	1135.082	5264.04	1455.641	1549.813	1636.628	1755.752	1860.394	1963.45	2091.956	2210.332	2370.593	2610.722	3018.515	3388.141	3609.532
557	2247.597	600.2556	1280.025	6159.131	1440.577	1561.543	1655.146	1783.038	1881.071	1997.5	2125.557	2249.006	2408.934	2607.562	3046.052	3395.852	3597.086
558	2215.153	567.2514	1248.749	5044.345	1452.192	1529.414	1624.636	1759.145	1871.773	1990.949	2093.38	2200.232	2391.172	2586.894	3000.501	3357.483	3608.05
559	2222.688	557.2888	1322.424	5022.601	1462.291	1556.793	1634.024	1756.372	1882.113	1974.281	2081.481	2234.992	2409.77	2616.796	2978.704	3281.168	3595.905
560	2286.228	647.6222	1162.226	6400.054	1471.628	1539.076	1636.301	1781.542	1912.715	2019.926	2130.763	2252.835	2462.244	2693.707	3102.99	3586.92	3843.805
561	2270.795	610.0844	1271.151	5628.588	1477.948	1580.607	1659.884	1781.633	1903.187	2021.767	2131.677	2267.588	2433.864	2630.87	3059.063	3493.698	3738.975
562	2227.86	570.8121	1230.883	5212.406	1459.94	1555.847	1645.933	1777.472	1886.101	1973.609	2074.052	2216.557	2366.876	2607	3038.509	3406.956	3663.015
563	2230.012	583.847	1237.394	6016.309	1450.769	1538.974	1637.462	1757.621	1864.949	1984.207	2110.532	2248.912	2414.477	2627.001	2939.925	3346.921	3657.349
564	2302.805	640.6265	1292.109	5690.289	1449.514	1550.005	1646.887	1798.718	1928.57	2031.413	2155.76	2287.697	2448.208	2730.258	3145.738	3645.326	3825.388
565	2259.895	624.8569	1240.283	6169.048	1439.171	1540.799	1643.951	1767.03	1888.684	1999.814	2104.885	2213.113	2411.173	2697.296	3083.351	3518.803	3754.199
566	2301.773	620.4439	1310.617	6243.068	1486.757	1553.794	1657.742	1810.186	1925.383	2021.72	2137.863	2314.855	2506.63	2731.833	3172.854	3550.165	3757.558
567	2279.934	621.9681	1360.128	6736.129	1466.857	1546.832	1650.027	1796.664	1905.016	2008.866	2121.504	2260.86	2463.764	2705.097	3087.258	3476.464	3706.584
568	2283.256	586.9751	1205.519	5779.213	1492.322	1599.946	1673.954	1796.386	1911.194	2013.342	2143.425	2288.898	2488.878	2713.071	3116.376	3429.354	3595.73
569	2289.101	607.8431	1325.198	5653.511	1487.051	1579.037	1680.152	1817.627	1916.853	2034.442	2136.807	2280.627	2418.147	2665.18	3136.298	3536.172	3757.691
570	2274.014	617.93	1275.667	5465.74	1437.12	1554.33	1655.77	1794.559	1913.941	2023.254	2133.779	2252.18	2409.844	2644.17	3086.746	3505.559	3850.006
571	2284.427	600.5458	1267.664	6115.259	1502.28	1587.849	1679.043	1814.615	1918.473	2021.58	2140.911	2279.176	2439.407	2674.792	3126.265	3512.907	3752.36
572	2309.5	615.5566	1277.461	5116.115	1488.364	1600.434	1708.59	1827.794	1933.218	2042.801	2166.36	2291.736	2448.785	2715.81	3176.293	3549.62	3832.467
573	2308.48	607.7396	1338.251	5462.409	1471.316	1574.643	1694.699	1818.094	1924.286	2043.171	2186.147	2337.617	2484.008	2716.22	3100.323	3488.217	3762.559
574	2337.467	635.721	1277.545	5718.89	1502.313	1613.308	1713.606	1835.671	1934.886	2061.022	2161.077	2315.048	2483.3	2785.256	3219.991	3639.014	3805.956
575	2291.953	603.9368	1306.255	5360.01	1469.467	1586.764	1685.164	1809.191	1921.039	2026.05	2131.382	2274.515	2441.954	2704.647	3138.758	3475.317	3785.157
576	2333.642	619.5617	1332.585	5503.993	1527.316	1638.751	1714.025	1842.029	1957.114	2063.836	2196.897	2332.251	2501.971	2709.876	3172.876	3541.208	3819.298
577	2283.155	577.442	1334.242	5055.774	1496.85	1587.614	1686.911	1833.137	1932.993	2048.192	2171.622	2289.709	2429.361	2651.72	3034.814	3485.645	3709.273
578	2339.855	627.2779	1336.216	5807.571	1540.215	1618.174	1707.869	1851.366	1957.773	2070.303	2170.964	2324.771	2526.002	2774.039	3124.12	3487.683	3747.655
579	2335.767	623.4714	1349.09	5220.42	1519.378	1591.7	1697	1844.48	1958.08	2080.356	2181.03	2316.923	2484.993	2762.493	3224.349	3613.824	3833.076
580	2309.499	609.2851	1208.422	5874.651	1519.965	1604.859	1715.567	1844.469	1929.275	2039.102	2157.655	2276.921	2453.049	2715.194	3162.791	3461.389	3753.099
581	2293.147	583.7841	1197.269	5665.755	1527.395	1621.387	1716.924	1830.57	1945.02	2048.339	2164.341	2284.695	2439.985	2638.571	3069.554	3391.682	3770.553
582	2342.958	629.1762	1343.963	5622.92	1492.788	1590.91	1709.566	1854.967	1981.689	2078.922	2192.551	2327.483	2523.242	2745.944	3144.17	3436.567	3859.623
583	2319.247	627.4026	1295.481	5459.268	1483.373	1587.505	1690.39	1819.609	1941.445	2070.566	2199.557	2312.959	2463.706	2685.402	3119.171	3589.579	3948.187
584	2341.295	610.4333	1329.54	5790.652	1539.23	1625.095	1709.361	1844.381	1974.156	2082.258	2203.405	2347.476	2503.933	2774.129	3093.241	3506.12	3898.466
585	2359.862	624.7492	1340.839	5862.263	1561.623	1640.241	1750.804	1851.026	1968.448	2087.814	2222.825	2375.385	2526.758	2775.623	3194.896	3521.549	3856.995
586	2377.265	649.3669	1290.086	5625.372	1525.669	1618.491	1733.915	1868.843	1986.749	2113.354	2227.629	2372.364	2529.571	2770.023	3260.538	3710.209	3994.335
587	2346.814	622.3076	1309.469	5975.818	1517.072	1617.432	1715.161	1851.873	1976.164	2092.983	2208.099	2348.594	2513.944	2754.021	3131.414	3544.894	3926.108
588	2352.544	608.4644	1308.026	6034.212	1558.571	1629.695	1734.056	1872.301	1988.092	2097.203	2209.547	2352.678	2512.398	2752.919	3134.724	3513.444	3890.443
589	2363.139	592.1909	1343.659	5001.214	1556.075	1632.69	1744.951	1883.368	1997.838	2110.473	2241.122	2371.048	2554.857	2768.664	3109.728	3527.368	3847.86
590	2379.377	668.3129	1392.425	5776.757	1560.258	1650.351	1749.052	1878.926	1984.684	2103.948	2207.052	2349.231	2507.975	2772.608	3239.855	3772.394	4166.642
591	2391.902	653.2234	1325.067	7091.441	1543.622	1669.127	1759.847	1885.544	2008.781	2115.586	2230.981	2372.236	2542.372	2809.254	3268.644	3649.839	3990.365
592	2392.211	659.8538	1423.524	5862.945	1559.786	1641.359	1740.442	1883.879	1986.23	2098.42	2229.697	2343.41	2558.122	2812.103	3293.621	3717.998	4078.139
593	2436.498	675.135	1368.287	6786.74	1564.917	1664.622	1764.223	1929.618	2044.671	2147.712	2264.29	2404.997	2617.121	2853.228	3338.894	3757.093	3967.462
594	2409.785	649.5534	1340.054	5852.577	1557.082	1664.701	1753.553	1901.664	2032.768	2147.977	2256.568	2388.5	2531.539	2825.573	3273.746	3716.833	4050.053
595	2426.741	649.5114	1409.084	5291.127	1618.592	1699.562	1778.108	1897.23	2019.385	2149.409	2271.016	2384.946	2566.479	2873.676	3358.883	3806.126	4046.226
596	2394.073	644.6566	1357.373	5389.258	1521.186	1619.176	1711.719	1883.544	1987.107	2102.886	2238.102	2408.171	2592.435	2844.012	3274.889	3639.971	3831.67
597	2376.701	623.7259	1395.167	5904.326	1598.938	1678.717	1763.547	1891.086	2007.583	2128.511	2224.741	2359.601	2535.936	2781.908	3145.175	3572.006	3868.738
598	2398.37	633.1364	1355.497	6543.896	1554.876	1654.978	1733.755	1901.124	2026.665	2139.913	2238.713	2401.166	2578.09	2793.311	3246.381	3685.486	3966.11
599	2392.8	619.4067	1328.641	5143.645	1553.904	1651.834	1762.551	1887.935	2011.077	2136.523	2274.821	2418.895	2560.755	2802.593	3175.816	3604.536	3877.977
600	2420.65	652.2135	1253.117	5597.203	1536.149	1648.247	1742.022	1878.05	2023.491	2140.613	2276.037	2440.451	2616.097	2879.826	3268.969	3609.72	3913.071
601	2401.49	600.2134	1388.74	5368.342	1589.417	1679.024	1773.97	1922.124	2049.666	2163.866	2258.028	2382.743	2573.404	2824.686	3262.101	3638.636	3784.716
602	2421.522	639.678	1221.891	6416.41	1557.356	1681.211	1765.496	1923.108	2041.633	2170.355	2267.365	2392.114	2595.606	2864.939	3278.703	3636.448	3940.081
603	2410.366	607.7936	1349.427	5191.105	1567.489	1680.501	1774.923	1927.195	2050.559	2163.745	2282.883	2392.029	2580.919	2831.355	3215.079	3593.402	3902.226
604	2436.882	637.1262	1323.54	5961.748	1559.969	1672.768	1757.403	1910.979	2046.631	2170.714	2297.899	2435.952	2638.745	2931.81	3317.728	3667.818	3833.324
605	2429.665	657.7834	1452.582	5782.521	1578.124	1675.691	1776.913	1914.096	2037.874	2151.231	2278.862	2401.986	2585.277	2843.09	3348.306	3715.521	4077.764
606	2469.345	681.9469	1355.633	5883.578	1561.683	1669.198	1807.645	1936.654	2060.056	2172.839	2298.038	2456.493	2646.802	2916.754	3361.604	3799.422	4213.085
607	2467.138	657.081	1427.917	6322.053	1604.48	1701.518	1807.924	1942.13	2066.676	2179.818	2316.814	2469.365	2664.02	2903.665	3329.479	3718.707	4037.749
608	2448.304	651.3358	1304.486	5966.721	1596.153	1681.643	1766.056	1930.402	2059.656	2169.982	2319.428	2455.726	2630.486	2852.35	3278.213	3702.329	4071.171
609	2470.536	632.2513	1375.702	5551.511	1624.098	1723.429	1809.41	1963.473	2078.319	2199.519	2305.08	2459.165	2661.687	2902.954	3309.901	3690.228	3980.197
610	2435.926	648.5628	1394.378	5654.567	1565.139	1683.387	1787.689	1911.872	2037.768	2164.81	2286.794	2423.526	2588.807	2865.66	3349.512	3758.081	3957.797
611	2484.667	685.1529	1396.775	6719.2	1578.336	1687.275	1808.542	1967.178	2065.988	2193.765	2326.648	2474.224	2642.754	2900.021	3415.024	3823.211	4154.457
612	2465.578	653.7391	1364.075	6054.206	1600.195	1711.033	1829.508	1965.843	2066.596	2180.091	2305.362	2444.071	2646.988	2902.635	3348.477	3752.136	4057.276
613	2443.406	668.9338	1309.953	6322.711	1588.151	1683.915	1805.23	1942.078	2064.07	2155.004	2267.953	2390.187	2582.352	2838.303	3361.523	3753.398	4078.487
614	2490.455	674.3616	1291.371	5517.216	1598.578	1706.568	1813.973	1937.628	2066.494	2181.034	2333.839	2497.479	2667.695	2951.803	3360.396	3891.979	4178.128
615	2488.969	646.5334	1396.836	5663.449	1611.165	1717.973	1810.145	1973.848	2098.89	2216.93	2346.873	2492.817	2662.846	2933.609	3366.338	3739.944	4068.141
616	2495.416	669.2384	1397.006	6115.938	1597.729	1715.515	1826.444	1969.198	2093.948	2213.998	2343.244	2520.635	2668.148	2875.294	3356.847	3784.483	4241.774
617	2450.742	635.5253	1331.817	5582.633	1587.706	1692.374	1789.38	1962.011	2076.649	2194.752	2300.584	2448.699	2607.756	2859.318	3318.097	3751.289	4019.103
618	2491.705	646.0233	1424.961	5540.158	1594.915	1728.201	1834.269	1988.061	2091.672	2208.037	2319.885	2458.108	2686.124	2933.519	3362.556	3862.504	4034.574
619	2510.697	665.4207	1441.634	5667.364	1620.916	1711.171	1834.154	1990.309	2112.092	2232.467	2345.627	2494.475	2688.211	2961.92	3427.242	3854.081	4089.752
620	2507.569	666.3795	1417.723	5579.046	1620.354	1723.582	1829.647	1985.828	2107.646	2225.212	2358.637	2491.636	2660.509	2926.533	3431.963	3914.934	4108.092
621	2516.512	686.5475	1412.753	6366.308	1660.243	1767.449	1856.679	2006.461	2116.65	2204.154	2329.927	2479.583	2649.421	2934.199	3392.532	3885.959	4236.769
622	2514.22	648.1943	1356.296	5989.79	1603.929	1729.923	1846.984	1997.051	2101.101	2238.726	2365.451	2529.147	2721.173	2973.782	3378.354	3860.555	4029.696
623	2515.437	705.7921	1384.589	6269.584	1630.175	1724.21	1821.457	1966.243	2065.34	2190.381	2332.811	2499.679	2699.345	2975.546	3450.7	3799.455	4200.359
624	2533.353	679.5273	1506.914	6775.088	1650.022	1740.474	1850.041	1996.537	2113.403	2237.099	2360.702	2526.89	2719.616	2988.689	3434.765	3890.408	4115.79
625	2516.795	675.3505	1345.917	6242.738	1599.255	1708.011	1814.025	1980.647	2112.574	2232.337	2355.019	2506.157	2714.043	3005.631	3424.143	3789.175	4054.403
626	2537.635	711.5602	1413.076	6921.673	1645.017	1745.907	1820.185	1972.383	2106.273	2256.316	2385.995	2509.693	2693.414	3006.778	3439.837	3864.22	4211.877
627	2538.58	685.8642	1318.804	5960.052	1617.853	1707.848	1842.974	1992.476	2138.518	2250.088	2384.091	2537.541	2695.217	2990.258	3448.731	3900.528	4245.608
628	2550.717	681.4631	1486.478	6572.35	1665.503	1787.842	1870.847	2032.641	2157.726	2246.893	2380.098	2537.339	2708.58	2974.331	3473.646	3885.66	4168.213
629	2527.575	687.1585	1444.889	6628.711	1641.389	1756.351	1858.047	2000.472	2125.002	2228.609	2360.991	2495.404	2688.622	2940.257	3433.774	3942.748	4277.728
630	2553.58	699.8355	1312.018	6203.119	1627.269	1725.917	1842.38	1980.012	2106.134	2243.813	2394.44	2556.158	2750.001	3046.131	3514.886	3948.484	4234.173
631	2582.197	692.3502	1399.975	5806.578	1639.306	1729.683	1882.214	2032.829	2166.489	2276.353	2400.696	2582.416	2778.331	3049.553	3588.655	4024.06	4301.248
632	2536.574	690.7585	1377.658	6715.731	1630.545	1729.7	1871.905	1999.861	2124.157	2233.325	2350.941	2514.314	2710.752	2974.563	3497.925	3882.022	4173.439
633	2553.599	701.2125	1486.612	7029.595	1670.006	1778.874	1875.724	2010.814	2116.352	2244.57	2369.825	2527.414	2716.961	2997.507	3478.757	3964.004	4245.563
634	2532.977	666.6684	1423.174	6202.537	1657.771	1761.606	1874.359	2015.784	2133.016	2252.965	2361.557	2487.95	2694.304	2976.851	3470.441	3849.963	4137.964
635	2563.934	707.4129	1403.187	6132.396	1643.755	1780.789	1857.217	1992.314	2133.586	2272.99	2388.889	2525.236	2713.314	3005.79	3606.077	4022.892	4286.078
636	2589.275	668.4616	1498.493	5781.913	1648.705	1741.113	1876.598	2053.741	2164.006	2304.54	2444.808	2614.702	2814.423	3042.916	3528.919	3870.082	4231.087
637	2557.857	654.8364	1419.05	8091.018	1680.33	1797	1898.016	2033.064	2167.431	2266.383	2407.041	2550.299	2721.888	3010.453	3450.576	3785.536	4025.7
638	2561.915	649.0574	1398.17	5388.901	1640.436	1745.956	1879.374	2036.938	2157.695	2278.505	2425.164	2568.054	2766.163	3002.733	3492.619	3906.752	4107.363
639	2617.615	688.4032	1513.282	5993.364	1657.505	1766.146	1911.341	2054.595	2199.253	2329.542	2461.52	2625.696	2841.863	3096.481	3519.269	3954.612	4311.471
640	2616.918	697.8858	1498.645	6988.643	1708.882	1785.742	1895.694	2042.706	2178.821	2307.998	2454.666	2620.604	2816.707	3126.9	3546.418	3972.19	4286.486
641	2604.727	712.7019	1497.143	6252.122	1646.336	1780.102	1893.998	2051.899	2165.326	2303.828	2441.539	2583.822	2774.161	3069.016	3557.606	4061.144	4353.01
642	2578.432	696.2425	1438.216	6088.87	1663.921	1759.393	1877.948	2031.174	2155.709	2293.521	2426.173	2571.763	2744.02	3007.104	3506.521	3965.208	4319.494
643	2603.672	717.1734	1471.136	5897.652	1670.633	1769.101	1886.146	2034.663	2154.719	2281.748	2407.382	2564.363	2772.89	3115.385	3649.386	4023.332	4334.914
644	2578.812	695.3998	1400.616	6550.989	1667.868	1778.05	1900.203	2034.725	2150.348	2273.71	2412.929	2566.635	2766.865	3045.045	3435.597	3957.646	4210.157
645	2638.591	699.886	1413.592	5620.224	1666.047	1772.317	1895.804	2050.256	2202.321	2348.182	2469.253	2635.323	2877.246	3143.677	3592.753	4055.338	4335.228
