n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
642	11235.55	3388.075	4417.515	28492.02	6154.685	6766.823	7546.74	8475.501	9328.649	9927.18	10658.87	11328.52	12254.64	13639.41	15876.32	17846.95	18690.43
643	11299.19	3294.322	5431.106	27600.9	6260.627	6924.38	7557.59	8443.371	9194.697	10003.68	10804.17	11600.88	12605.34	13930.47	15550.93	17485.31	18884.9
644	11169.28	3192.229	5115.251	30958.07	6103.99	6864.845	7506.57	8487.547	9234.472	9916.429	10714.07	11485.53	12426.23	13561.85	15497.71	16992.31	18028.74
645	11523.79	3304.909	4447.897	26852.92	6126.002	7076.544	7678.788	8762.6	9593.802	10365.73	10965.34	11886.39	12759.32	14004.37	15742.56	17782.8	19047.35
646	11261.47	3017.038	5609.034	28300.95	6381.576	7081.402	7630.864	8659.385	9409.252	10115.69	10801.89	11639.47	12536.92	13843.61	15364.73	16645.46	17514.28
647	11355.58	3103.086	5299.025	23639.85	6361.618	6958.345	7609.822	8705.32	9386.228	10178.6	10934.81	11795.51	12655.8	13768.6	15684.32	17120.65	17764.27
648	11516.07	3306.163	4831.082	29165.73	6351.112	7217.015	7794	8689.978	9520.533	10220.47	11084.71	11886.61	12719.99	13879.61	15967.56	17770.08	18749.94
649	11480.56	3270.312	5020.887	25524.47	6223.225	6955.23	7656.265	8705.513	9539.997	10378.33	11092.39	11970.28	12767.81	13825.3	15479.74	17588.26	18895.12
650	11412.02	3216.563	5458.457	25190.77	6388.865	7006.141	7693.099	8711.189	9486.174	10188.09	10937.08	11640.63	12653.73	13768.02	15898.78	17609.79	18534.41
651	11384.62	3173.407	4733.78	28263.58	6374.046	7018.451	7676.442	8597.67	9455.762	10162.03	10949.07	11778.37	12864.89	13829.94	15543.25	17107.81	18325.47
652	11474.47	3267.092	5216.022	29826.76	6369.056	7008.179	7782.806	8743.48	9440.588	10194.03	10873.19	11719.69	12786.89	14092.48	15885.18	17732.37	18835.92
653	11527.65	3335.975	5087.618	23716.91	6174.111	6945.582	7661.123	8729.703	9555.811	10278.28	10991.18	11883.95	12904.83	14005.24	16024.55	17927.35	19586.98
654	11488.58	3185.352	4473.091	27731.6	6498.974	7102.644	7890.259	8916.532	9521.749	10248.19	10899.37	11802.19	12812.93	13844.14	15757.5	17130.34	18327.69
655	11490.41	3366.851	4932.242	24985.12	6382.345	6935.927	7503.812	8587.868	9424.611	10293.38	10984.04	11848.17	12825.26	13975.35	15854.39	17649.47	18991.03
656	11723.33	3168.588	5049.671	24648.83	6504.992	7095.418	8063.191	8963.541	9742.411	10659.08	11291.18	12182.64	13164.78	14119.78	15926.34	17532.99	18797.79
657	11434.77	3223.491	5078.062	29277.92	6360.603	7025.722	7725.144	8800.505	9531.517	10203.24	10935.43	11655.29	12637.59	14001.64	15756.34	16998.04	18079.39
658	11557.08	3189.022	4805.252	27862.34	6481.887	7201.947	7869.555	8709.966	9543.537	10309.58	11207.9	11978.78	12972.42	14121.45	15748.51	17111.5	18271.19
659	11660.26	3308.98	5392.175	27356.56	6317.977	7147.718	7991.512	8845.335	9713.052	10430.01	11165.43	11921	12828.77	14129.05	15993.42	17844.52	19357.7
660	11701.09	3369.528	4563.247	29280.39	6419.162	7056.921	7853.118	8873.325	9705.385	10372.19	11148.98	12082.54	13030.68	14201.03	16214.61	17927.18	18993.61
661	11678.57	3292.549	4762.345	27141.27	6441.851	7057.354	7754.46	8795.913	9729.89	10445.21	11334.14	12165.03	13093.71	14191.94	15807.82	17711.8	19279.09
662	11697.14	3423.11	5216.959	27543.96	6149.311	6969.452	7650.153	8654.634	9578.944	10491.04	11198.16	12031.74	13083.39	14414.12	16421.8	18352.26	19463.08
663	11602.35	3241.089	4774.457	28677.33	6427.922	7081.354	7825.282	8756.613	9538.747	10476.92	11209.98	12046.35	13006.65	14175.52	15824.43	17555.38	18803.64
664	11673.27	3249.711	5482.402	28555.41	6560.687	7293.841	7880.163	8988.103	9696.078	10430.58	11252.22	12021.66	12952.31	14004.63	15844.22	17512.46	19130.41
665	11797.38	3431.293	4831.291	25316.5	6477.582	7247.528	7932.013	8814.448	9661.664	10473.74	11208.72	12050.39	13179.53	14436.03	16527.68	17868.54	19378.26
666	11775.34	3371.726	5323.921	27614.8	6452.514	7292.788	7896.608	8966.103	9691.761	10461.58	11249.94	12194.06	13091.26	14320.67	16148.83	18105.69	19206.55
667	11786.6	3332.776	5428.213	24469.46	6620.261	7356.388	7983.137	9018.46	9668.017	10497.55	11257.31	12105.92	13031.13	14406.3	16002.48	18404.9	19485.06
668	11894.08	3409.143	5307.235	25491.1	6477.365	7235.577	7985.733	8978.389	9861.787	10582.59	11380.73	12328.72	13197.92	14452.44	16263.44	18341.24	19873.34
669	12054.85	3440.547	4783.572	28067.3	6631.55	7282.611	8072.746	9186.999	9904.178	10760.7	11579.72	12401.81	13424.18	14766.79	16541.29	18157.29	19689.96
670	12005.76	3176.364	5274.488	25329.3	6994.367	7526.287	8231.197	9338.455	10155.62	10860.17	11590.29	12399.09	13254.86	14266.41	16399.73	17926.55	18728.39
671	12102.31	3575.843	4949.919	26691.97	6540.575	7345.183	7947.919	8986.648	9751.304	10773.82	11632.27	12415.21	13468.42	15026.18	17031.53	18500.42	19577.63
672	12038.7	3519.872	5003.443	31819.41	6554.522	7256.319	8000.028	9068.598	10038.04	10717.91	11484.52	12301.76	13320.43	14596.99	16615.67	18671.33	20001.78
673	12108	3443.47	5570.993	26291.18	6890.398	7453.464	8054.198	9125.416	10026.33	10853.61	11661.35	12497.5	13490.6	14766.1	16663.65	18500.44	19479.16
674	12132.53	3321.569	5093.588	27935.37	7002.189	7567.965	8301.317	9303.571	10114.88	10813.98	11647.74	12363.09	13418.4	14823.95	16829.24	18410.66	19370.52
675	12238.22	3440.485	4762.078	27639.45	6639.47	7259.585	8275.027	9216.927	10030.46	10925.66	11832.06	12727.12	13842.33	15168.63	16693.41	18152.26	19291.34
676	11999.43	3499.024	4838.426	28337.65	6826.829	7576.909	8047.604	9038.425	9899.281	10572.56	11332.47	12389.02	13405.33	14583.6	16608.16	18201.01	19935.95
677	12334.68	3455.086	4980.23	28533.67	6712.953	7460.565	8296.407	9355.726	10286.63	11072.39	11850.84	12720.13	13789.03	15109.27	16904.53	18548.62	19971.45
678	12228.76	3284.504	5469.998	24043.62	6969.391	7674.468	8382.616	9315.165	10177.94	11020.68	11770.47	12618.45	13700.98	15033.95	16747.69	18419.49	19127.12
679	12374.25	3559.62	5217.785	27579.24	6698.255	7623.868	8364.568	9331.325	10231.89	11006.17	11721.32	12681.97	13730.9	15193.97	17171.96	18924.09	20429.4
680	12164.14	3390.347	5358.36	32378.13	7021.043	7741.324	8420.242	9235.186	10007.12	10875.32	11686.68	12439.53	13460.65	14904.3	16651.84	18299.03	19406.59
681	12468.55	3576.346	4511.738	32405.87	6863.068	7608.759	8538.713	9435.855	10337.49	11095.7	11879.2	12726.1	13847.94	15116.88	17176.93	19069.96	20727.54
682	12309.54	3601.843	4772.759	26770.34	6478.392	7367.27	8196.344	9166.816	10079.1	10921.16	11848.56	12761.41	13776.21	14964.03	17229.72	19158.01	20362.13
683	12107.64	3459.459	4789.217	26524.79	6803.73	7458.802	8225.088	9164.937	10076.28	10772.21	11629.9	12350.9	13325.81	14575.49	16860.62	18642.3	19984.17
684	12403.64	3626.856	5003.723	27695.41	6830.706	7490.698	8292.543	9221.478	10081.98	10943.95	11754.18	12734.11	14006.77	15309.54	17450.75	19082.64	20186.62
685	12397.62	3431.806	5061.591	27101.85	6878.498	7541.73	8263.436	9395.436	10331.38	11207.86	12124.35	12917.79	13785.88	15046.93	16984.07	18702.6	19687.7
686	12413.02	3543.532	5927.371	26580.76	6929.05	7700.656	8319.477	9281.947	10222.87	10969.68	11877.12	12819.51	13912.33	15328.54	17294.17	18911.16	19900.7
687	12414.17	3433.601	6215.546	26510.2	6846.142	7703.77	8412.172	9291.949	10300.11	11038.17	11988.68	12742	13851.61	15211.14	17004.55	18699.06	20157.18
688	12368.65	3487.626	5702.138	26998.49	6810.366	7619.437	8168.502	9347.508	10202.64	11054.53	11810.26	12832.7	13915.37	15134.49	17075.57	18545.41	19673.02
689	12543.45	3611.787	5217.549	29625.23	7023.982	7867.798	8482.68	9513.345	10337.9	11115.3	11972.05	12868.5	14043.22	15147.24	17243.41	19289.67	20399.78
690	12390.43	3517.317	5446.712	27627.02	7031.539	7680.623	8253.103	9441.359	10327.84	11112.53	11896.22	12580.46	13698.81	15043.52	17030.65	18988.86	20534.09
691	12518.65	3470.543	5840.657	26911.07	7256.827	7877.523	8496.394	9489.368	10325.02	11142.62	12018.95	12911.53	13870.59	15283.37	17295.65	19119.47	20524.24
692	12439.57	3514.369	4929.5	31246.68	7085.017	7765.315	8370.381	9354.97	10276.34	11140.41	11926.57	12805.24	13856.25	15286.08	17422.4	18947.54	19976.24
693	12519.55	3560.184	4539.989	29206.92	6753.889	7432.395	8273.368	9436.877	10359.85	11204.22	12125.91	12973.44	14018.69	15462.15	17319.4	18716.11	20082.81
694	12527.52	3517.532	5596.87	27673.23	6857.301	7808.136	8625.605	9423.371	10342.52	11145.68	12026.38	12924.77	13933.37	15231.22	17343.51	19005.42	20062.98
695	12608.06	3518.053	5372.454	28065.79	7118.765	7844.602	8533.516	9652.59	10429.56	11341.15	12023.21	13009.74	13932.32	15251.59	17504.33	19261.71	20705.67
696	12727.61	3440.784	5301.631	30225.16	7480.605	8040.544	8658.973	9715.481	10547.03	11353.52	12114.88	13238.24	14358.08	15510.11	17595.87	18796.31	19984.44
697	12779.46	3690.273	5744.128	30136.15	7172.984	7844.725	8509.887	9684.518	10525.93	11504.83	12304.68	13117.88	14029.95	15371.41	17785.07	19892.6	21111.6
698	12806.57	3628.833	5115.381	27244.44	6906.734	7848	8471.859	9628.961	10639.94	11526.55	12381.14	13352.66	14257.28	15685.11	17611.73	19153.41	20482.83
699	12706.53	3491.836	5319.934	28960.08	7160.998	7842.042	8745.757	9779.71	10629.67	11283.89	12196.92	13038.62	13980.48	15406.47	17649.77	19077.69	20114.9
700	12879.61	3543.027	5636.882	28699.11	7155.03	8057.212	8809.006	9710.238	10679.57	11543.48	12319.3	13199.62	14394.04	15779.91	17877.55	19253.39	20450.72
701	12860.62	3584.568	5578.884	27651.21	7259.172	7924.411	8616.762	9682.341	10608.39	11477.88	12319.01	13367.84	14397.61	15829.47	17626.9	19445.04	20390.18
702	12756.78	3721.599	5237.507	36149.17	7039.158	7787.305	8547.546	9575.375	10467.44	11396.52	12255.02	13178.63	14295.26	15414.9	17583.08	19566.16	21200.91
703	13142.83	3884.624	4616.403	28895.59	7228.981	7837.61	8718.372	9939.967	10741.28	11604.09	12457.09	13429.28	14654.07	16163.92	18495.7	20647.58	21695.78
704	12906.43	3659.579	5285.241	26687.69	7143.448	7952.806	8674.972	9787.048	10734.78	11443.57	12211.6	13236.11	14433.97	15629.29	17948.05	19960.89	21335.33
705	13054.85	3766.364	4610.293	27037.51	7289.332	7849.078	8687.578	9658.228	10679.95	11623.52	12549.16	13503.17	14705.72	16072.87	18201.01	20108.92	21057.14
706	13005.33	3678.411	6014.171	31411.63	7215.527	7977.36	8817.257	9966.504	10718.65	11530.16	12460.22	13309.17	14494.53	15865.83	17916.42	19488.87	21296.51
707	12976.28	3606.473	6260.351	28707.57	7043.775	7992.722	8773.701	10043.79	10736.05	11595.97	12402.88	13352.52	14400.39	15745.41	17731.24	19644.07	20943.86
708	13164.54	4022.372	5744.136	29086.23	7022.951	7837.589	8576.317	9827.366	10687.59	11621.67	12446.49	13482.96	14682.09	16172.07	18550.68	21140.04	22445.3
709	13114.97	3683.186	5983.455	32176.5	7279.89	7991.094	8928.074	10008.74	10858.62	11766.72	12635.59	13507.66	14612.03	15846.84	17901.48	19846.19	20964.84
710	12938.12	3605.03	5761.536	26968.04	7098.846	7858.16	8646.995	9647.871	10752.61	11601.01	12540.17	13434.43	14547.64	15617.25	17822.03	19479.82	20707.97
711	13221.7	3680.88	4859.469	28536.45	7303.987	8047.027	8953.327	10019.47	11057.78	11907.66	12813.47	13701.37	14591.76	16163.44	18169.16	20297.42	21512.8
712	13065.98	3819.675	6039.336	31021.12	6938.152	7740.737	8713.956	9711.924	10628.02	11630.14	12508.99	13448.76	14700.65	16181.62	18281.69	20089.17	21483.31
713	13046.61	3644.206	5808.343	36869.32	7262.149	8221.878	8877.903	9968.63	10809.32	11708.32	12646.53	13602.58	14626.27	15627.32	17428.73	19262.68	20984.52
714	13336.21	3635.438	6053.946	27168.41	7249.863	8229.648	9111.434	10255.07	11189.2	12032.35	12686.56	13587.24	14839.1	16180.23	18539.22	20031.95	21442.61
715	13221.04	3813.119	4871.024	34078.96	7246.832	7981.758	8649.06	9802.089	10913.47	11787.72	12694.82	13766.61	14823.08	16304.72	18287.86	20013.28	21416.45
716	13296.94	3853.269	5745.834	34914.04	7037.136	7887.513	8926.077	10040.28	11004.62	11970.01	12764.88	13722.81	14724.1	15970.36	18474.77	20610.01	21830.65
717	13142.6	3709.196	5998.959	32135.56	7214.966	7994.418	8940.958	10053.47	10940.24	11743.84	12647.79	13363.17	14460.98	16110.49	18179.93	20005.42	21006.62
718	13232.58	3741.009	5401.993	30089.83	7319.155	8058.633	8891.577	9982.27	10950.23	11917.04	12701.86	13726.1	14752.23	16115.01	18204.12	19829.25	21376.51
719	13246.88	3839.106	5518.639	27284.06	7177.475	7920.59	8712.875	9867.771	10945.83	11881.45	12747.38	13704.96	14833.91	16226.59	18328.45	20468.65	21860.9
720	13426.68	3790.629	5889.782	28967.17	7269.53	8151.151	8978.97	10208.39	11189.99	12085.28	12980.36	13810.63	15053.8	16162.13	18451.73	20276.28	21940.42
721	13300.11	3777.398	5863.216	28242.58	7433.06	8162.653	8902.878	10099.54	10996.97	11904.37	12746.71	13650.85	14631.21	16065.11	18564.51	20445.03	21931.43
722	13381.92	3790.173	5628.552	30912.45	7494.535	8408.18	9157.144	10084.2	10981.17	11828.52	12799.11	13865.5	14990.06	16286.1	18507.25	20562.38	21991.07
723	13565.42	3763.21	5320.645	31969.44	7580.403	8259.119	9209.89	10376.37	11270.27	12185.7	13067.46	13984.69	15066.06	16321.04	18717.27	20317.51	22106.09
724	13260.69	3750.774	5378.851	30805.34	7442.502	8104.596	8925.39	10055.07	10922.24	11753.55	12793.77	13659.75	14741.41	16203.89	18388.87	20032.2	21415.54
725	13296.45	3692.686	6566.813	29942.13	7437.267	8205.64	9019.962	10036	10963.12	11935.28	12781.84	13596.48	14782.43	16256.92	18352.96	20092.22	20898.16
726	13460.88	3954.043	5842.751	28445	7324.08	8189.124	8884.648	9923.949	10767.17	11841.56	12945.09	13977.36	15187.71	16853.73	18759.4	20504.84	21813.78
727	13543.86	3880.145	5309.017	30201.06	7747.199	8318.082	9132.363	10267.22	11149.57	12061.4	12890.84	13938.44	14989.14	16657.98	18729.94	20628.85	21749.36
728	13392.84	3857.154	5371.65	30590.03	7351.486	8098.396	8953.895	10103.41	10990.54	11866.9	12757.56	13703.06	15089.49	16472.25	18646.88	20493.72	21777.85
729	13724.21	3962.342	5531.232	31733.77	7364.513	8430.753	9221.104	10285.79	11292.21	12196.38	13228.54	14221.35	15276.5	16714.66	18972.32	20786.79	22036.04
730	13840.42	3927.259	6462.385	31212.51	7707.242	8606.323	9237.885	10441.02	11417.49	12429.45	13295.55	14163.69	15189.6	16683.08	19383.42	21019.44	22878.45
731	13732.26	3864.328	5580.102	30285.42	7579.511	8425.12	9248.483	10399.46	11403.62	12387.74	13150.17	14087.12	15381.11	16716.57	18948.52	20502.04	21862.83
732	13690.34	3735.214	5815.202	27501.55	7534.873	8551.328	9323.569	10549.94	11445.22	12246.8	13153.57	14039.94	15191.4	16713.28	18868.11	20538.35	21930.65
733	13662.34	4072.825	5091.328	30531.41	7250.113	8162.93	9101.669	10202.31	11220.97	12040.28	13029.52	14161.16	15409.02	16722.83	18959.76	21106.96	22674.22
734	13582.22	3846.93	6310.421	34982.96	7736.187	8294.858	9165.62	10284.34	11217.32	12100.52	13122.05	14055.42	15095.13	16486.8	18879.68	20471.85	21805.55
735	13737.91	3855.11	5982.091	34711.1	7810.285	8547.103	9327.917	10522.36	11530.88	12421.75	13067.97	14087.05	15254.21	16629.14	18834.76	20599.56	22380
736	13933.52	3972.809	5193.043	31442.33	7751.571	8644.469	9577.302	10595.06	11517.18	12327.41	13284.77	14191.19	15411.94	16916.06	19179.89	21421.46	23225.13
737	13765.25	3812.379	6211.103	29045.59	7628.017	8631.021	9398.42	10537.61	11508.63	12279.88	13248.08	14159.2	15297.25	16551.83	18754.47	20951.37	21889.17
738	13639.69	3944.545	5769.415	32935.65	7173.455	8166.414	8999.312	10302.84	11364.51	12236.44	13194.03	14238.95	15207.52	16473.8	18714.74	20762.38	22058.14
739	13737.14	3953.086	5733.728	31160.44	7510.679	8370.698	9262.852	10505.76	11322.2	12120.91	13171.32	13957.83	15199.29	16715.43	19206.99	21168.52	22743.12
740	13861.66	3911.637	6603.255	32490.08	8027.492	8538.158	9476.902	10462.33	11402.1	12331.39	13252.96	14232.51	15493.78	16910.58	19226.38	20855.05	21885.07
741	14143.32	4082.428	6563.465	32049.16	7764.322	8599.263	9407.856	10599.18	11661.01	12702.41	13538.33	14363.74	15727.37	17325.53	19543.97	21603.37	23298.87
742	13963.81	3905.689	5833.083	31133.42	7707.479	8549.097	9645.568	10682.09	11594.74	12489	13335.67	14271.17	15396.65	17134.11	19165.53	21512.33	22888.21
743	13926.99	3939.553	6424.703	30856	7692.038	8694.678	9470.834	10648.42	11450.25	12367.89	13241.63	14383.19	15537.92	16990.67	19401.13	21184.29	22513.04
744	13918.29	4016.31	6103.323	34672.67	7701.775	8421.794	9198.134	10476.12	11300.59	12291.35	13346.52	14409.86	15666.78	17070.46	19390.27	21534.56	22604.33
745	13991.29	4038.072	5571.498	36742.3	7658.961	8463.392	9511.514	10735.02	11639.79	12508.6	13442.95	14374.63	15346.05	16743.09	19285.19	21573.16	22833.07
746	14014.45	4126.071	5637.819	31579.87	7741.447	8570.8	9372.318	10546.7	11418.31	12364.98	13348.84	14490.45	15648.31	17174.36	19284.44	21545.53	23089.2
747	14133.31	4026.592	5863.814	35254.06	8022.632	8795.756	9561.309	10760.01	11752.89	12652.13	13470.2	14429.73	15612.66	17128.76	19690.71	22042.91	23014.36
748	14247.78	4023.246	6481.052	31834.35	7820.77	8718.339	9645.75	10847.48	11803.27	12667.94	13624.13	14520.02	15819.56	17332.83	19617.19	22086.36	23095.32
749	14191.29	3933.284	5851.691	32074.72	7797.905	8646.782	9553.293	10786.81	11719.12	12807.22	13638.73	14669.33	15857.79	17406.05	19227.5	20954.68	22953.3
750	14300.46	4108.385	5795.229	31398.86	8053.143	8740.86	9604.634	10769.7	11758.67	12712.23	13682.38	14726.05	15806.98	17632.75	19977.37	21720.14	23632.53
751	14081.03	4107.762	5582.754	34925.09	7554.962	8632.672	9517.35	10560.49	11520.48	12545.74	13404.13	14332.11	15588.3	17219.73	19399.11	21868.07	23680.11
752	14367.13	4312.7	5910.707	33570.42	7619.24	8430.26	9514.311	10814.59	11740.45	12607.31	13683.41	14885.1	16179.71	17701.99	20076.27	21849.69	24116.9
753	14187.42	3936.487	6584.481	35273.15	7866.74	8859.203	9639.406	10930.15	11885.65	12779	13567.11	14515.45	15589.68	17195.57	19347.78	21514.49	22537.76
754	14449.48	4185.694	6281.284	35917.54	7647.912	8517.314	9478.227	10836.13	11937.53	12930.42	14011.21	14992.85	16111.36	17808.56	20153.77	22311.39	23748.48
755	14272.83	4093.97	6788.602	30898.6	8067.957	8754.903	9579.001	10858.42	11776.31	12664.73	13618.75	14581.33	15870.74	17229.56	19574.62	22066.81	23825.25
756	14119.01	4122.984	6211.72	38828.67	7848.557	8695.63	9458.801	10747.75	11618.76	12500.57	13393.01	14456.64	15779.83	17144.1	19542.03	21745.49	22914.62
757	14397.13	4087.94	6275.96	32190.05	7981.026	8927.077	9725.43	11008.99	12004.89	12777.78	13659.55	14784.84	16051.38	17592.06	19673.87	21984.98	24031.68
758	14482.05	3948.433	6269.6	27694.2	7697.81	8810.745	9702.224	10931.93	12036.98	13114.32	14148.19	15140.89	15976.19	17793.36	19827.08	21458.57	22517.37
759	14509.51	4105.853	6870.34	29913.92	7862.4	8848.93	9738.646	10966.09	11981.89	12914.26	14040.46	15029.33	16189.92	17788.59	19807.01	21980.54	23705.45
760	14577.95	4091.73	6064.248	29663.69	8281.869	9078.807	9847.809	10889.5	11816.76	12836.79	13864.98	15286.5	16381.23	17885.95	20458.87	22009.12	23467.52
761	14518.52	4094.47	6925.879	35798.84	8009.223	9083.13	9877.594	11017.22	12015.88	13076.3	13977.51	15004.5	16171.47	17430.51	19526.63	21840.58	23720.48
762	14741.8	4065.215	6573.393	35403.31	8286.065	9227.936	10196.63	11237.73	12260.76	13216.63	14080.58	15341.04	16391.78	17874.13	19960.84	22104.44	23649.37
763	14499.22	4176.938	5777.42	34542.19	8044.943	8945.51	9801.972	10908.73	11877.7	12954.6	14026.02	14959.45	15950.25	17695.31	20096.86	22499.88	24040.45
764	14552.03	4238.129	6315.552	30905.17	8166.418	8924.661	9719.04	10945.28	11915.31	12914.06	13721.63	14891.93	16184.89	17697.14	20399.29	22605.02	24650.35
765	14246.2	4080.19	5483.327	33167	7775.595	8774.347	9600.492	10806.61	11733.8	12664.08	13658.24	14720.25	15849.57	17431.29	19596.72	21564.69	23311.87
766	14538.16	4059.521	5821.53	31769.85	7647.595	8776	9705.306	11210.69	12301.45	13104.63	13931.09	14883.36	16234.32	17625.86	20059.34	22051.65	23407.58
767	14742	4400.816	5741.372	33460.29	7935.404	8865.626	9716.802	11123.95	12019.69	12877.79	14014.96	15181.28	16529.68	18098.55	20438.21	22946.21	24565.85
768	14853.8	4149.497	6167.023	34987.07	8402.905	9161.006	9957.704	11381.36	12412.08	13205.2	14257.3	15344.42	16548.55	18092.58	20286.24	22300.75	23745.94
769	14745.29	4315.62	6232.204	34588.15	7871.709	8842.835	9730.221	11051.5	12102.07	13046.86	14000.47	15258.61	16638.6	18130.45	20710.92	23095.12	24383.98
770	14605.99	4235.449	6583.436	33785.92	8335.559	8936.555	9719.851	11084.81	12037.82	12949.01	13907.41	15178.91	16166.42	17556.15	20344.14	22699.09	24158.19
771	15002.38	4344.094	6943.281	32008.26	8455.479	9052.775	9878.468	11260.11	12286.1	13226.4	14425.95	15547.5	16698.19	18323.43	21072.07	23243.1	24509.09
772	14886.65	4183.007	6194.039	31961.32	8258.068	8998.842	9899.069	11235.96	12379.04	13436.11	14386.52	15435.81	16621.57	18149.08	20416.7	22584.76	24288.61
773	15085.4	4416.969	5912.15	43855.84	8193.848	9185.331	10099.06	11446.33	12615.01	13370.1	14440.45	15397.08	16710.89	18340.11	20905.99	23251.4	25431.46
774	14971.73	4241.762	5931.619	36447.73	8435.041	9209.279	10068.74	11384.34	12318.92	13305.73	14351.25	15494.22	16840.99	18182.74	20683.58	22761.31	24203
775	14956.47	4363.337	5284.035	35420.25	8219.612	9316.533	10152.11	11313.14	12320.75	13211.87	14201.6	15258.51	16461.82	18052.15	20713.89	23530.43	24518.34
776	14914.11	4375.169	6154.048	34124.25	8210.981	9162.824	10045.16	11245.34	12211.58	13260.93	14201.73	15191.77	16623.23	18426.89	20523.99	23143.35	25221.97
777	14889.63	4154.128	6856.099	33143.44	8232.442	9295.716	10319.24	11374.28	12324.97	13141.18	14079.16	15382.21	16677.61	18127.17	20634.19	22416.02	23873.57
778	14781.29	4244.446	6010.306	34521.77	8031.942	8980.651	9770.982	11194.08	12221.96	13125.65	14203.98	15256.12	16575.37	18080.82	20362.91	22956.65	23973.54
779	14881.69	4047.94	5590.51	32622.13	8229.195	9210.586	10116.07	11373.68	12299.53	13404.91	14536.15	15480.58	16541.52	17953.04	20147.3	22370.67	23519.58
780	15050.67	4238.629	5812.989	30543.84	7900.056	9131.065	9980.517	11457.79	12448.55	13430.78	14514.71	15580.48	16843.22	18311.22	20778.54	23112.42	24489.48
781	15071.94	4200.417	5922.991	33970.44	8398.061	9278.78	10086.07	11587.72	12654.21	13560.78	14425.78	15380.07	16620.11	18364.13	20641.32	22868.66	24079.49
782	15263.72	4459.751	6137.461	34203.93	8587.317	9402.135	10229.12	11446.5	12510.51	13545.27	14539.78	15544.86	16877.43	18624.83	21293.17	23730.04	25013.29
783	15283.3	4563.27	6764.26	38878.82	8435.064	9170.509	10032.72	11425.32	12385.21	13654.95	14622.04	15852.72	17064.61	18602.11	21446.73	23651.04	25625
784	15214.57	4382.544	6941.816	45458.09	8765.503	9393.949	10263.6	11389.61	12496.86	13485.58	14437.5	15555	16956.6	18535.08	21142.14	23362.05	24824.91
785	15297.83	4495.054	6160.685	35954.21	8422.651	9332.456	10170.67	11443.44	12415.62	13415.26	14656.66	15900.28	17036.47	18716.17	21265.59	23665.21	25194.63
786	15205.8	4065.209	6691.325	30221.75	8720.385	9438.736	10345.77	11669.96	12692.62	13716.77	14719.79	15722.48	16951.31	18401.73	20966.69	22734.84	23590.57
787	15305.79	4481.557	7241.62	36956.47	8549.337	9503.261	10268.89	11513.9	12513.57	13630.12	14595.46	15506.8	17142.02	18700.62	21056.69	23586.65	25713.31
788	15392.53	4416.611	6212.944	34651.89	8510.65	9347.761	10414.38	11695.23	12591.73	13464.35	14675.88	15888.92	17280.76	19008.54	21591.84	23716.28	25069.77
789	15510.04	4410.842	6456.463	39408.79	8657.598	9445.367	10342.53	11847.53	12863.43	13805.23	14724.56	16027.51	17320.2	18885.41	21421.53	23519.62	25126.93
790	15492.15	4469.488	6701.14	33571.05	8692.653	9506.183	10369.66	11647.41	12884.88	13701.88	14772.59	15912.06	17105.05	18765.18	21593.99	24003.8	25855.88
791	15338	4412.294	5934.664	37697.98	8746.136	9472.515	10416.29	11697.42	12691.34	13688.32	14618.28	15545.75	16853.75	18547.16	21338.41	23541.92	24870.93
792	15499.01	4421.278	5997.027	38771.25	8581.095	9580.53	10625.7	11773.65	12851.61	13866.1	14853.82	15935.52	17220	18862.15	21198.14	23118.32	25481.17
793	15503.49	4402.156	6242.188	36589.16	8875.758	9616.073	10470.39	11776.47	12742.87	13740.16	14891.94	15888.88	17244.55	19174.67	21296.95	23823.35	24816.6
794	15518.99	4488.222	6017.229	36603.83	8597.297	9593.76	10473.24	11754.41	12854.45	13767.22	14765.97	15843.17	17319.52	18939.54	21615.97	23757.49	25053.57
795	15501.45	4430.951	6345.207	40018.65	8825.71	9779.988	10592.22	11749.46	12755.12	13851.09	14814.9	15939.15	17064.18	18779.64	21338.01	23617.88	25109.42
796	15436.88	4479.551	6907.594	40401.29	8688.765	9328.678	10208.17	11673.38	12775.28	13630.09	14767.84	15958.96	17115.48	18829.53	21337.11	24043	25474.03
797	15427.39	4240.883	7067.349	34315.85	8889.19	9625.454	10578.55	11768.12	12750.92	13740.34	14657.02	15873.48	17187.78	19042.7	20995.38	22830.2	25122.37
798	15423.42	4207.575	6327.809	35882.48	8544.848	9749.292	10621.77	11743.01	12782.97	13791.79	14865.05	15990.03	17057.64	18619.01	21010.34	23323.9	25000.6
799	15612.42	4528.886	6880.897	38600.42	8661.724	9556.408	10410.36	11897.63	12977.1	13800.08	14855.03	16018.49	17278.22	19106.53	21407.34	23654.15	25482.39
800	15691.78	4595.164	6765.411	39814.44	8543.692	9326.743	10450.77	11847.22	12983.19	14071.68	15174.67	16257.85	17370.67	18901.28	21410.84	23955.12	26112.57
801	15659.91	4533.004	6506.54	32635.66	8962.286	9734.294	10480.96	11808.83	12857.64	13791.72	14853.81	16052.52	17451.94	19265.89	21386.81	24459.07	26585.56
