n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
322	3968.002	1069.245	1701.247	9082.839	2256.819	2443.901	2734.017	3055.669	3340.17	3565.666	3832.212	4134.958	4439.571	4753.09	5387.947	5921.129	6228.726
323	3943.741	1042.375	1900.294	7841.672	2297.322	2512.377	2734.723	3053.776	3278.777	3547.093	3788.314	4084.658	4423.726	4743.515	5328.9	5768.609	6241.001
324	3968.107	1121.308	1660.355	8699.966	2208.197	2406.506	2657.471	3048.792	3305.661	3545.843	3796.622	4041.553	4395.171	4820.236	5526.491	6108.277	6420.962
325	4004.025	1078.459	1803.109	10066.25	2296.417	2505.403	2752.059	3093.983	3361.906	3606.316	3834.478	4137.335	4430.372	4838.56	5453.833	5970.991	6273.267
326	4047.834	1104.952	1888.992	8364.21	2316.425	2509.218	2769.497	3097.021	3381.356	3602.086	3866.663	4173.432	4473.572	4928.212	5568.482	6166.952	6631.772
327	4009.851	1095.665	1651.523	8765.132	2262.748	2502.968	2735.764	3023.601	3330.352	3632.468	3893.479	4164.617	4467.778	4851.139	5482.686	6078.561	6303.869
328	4081.286	1139.275	1768.483	9994.945	2298.559	2545.749	2764.41	3087.573	3393.19	3631.523	3922.412	4217.321	4557.255	4990.024	5663.729	6175.799	6567.987
329	4087.042	1135.48	1783.508	9247.381	2353.382	2528.939	2777.898	3123.015	3415.303	3642.186	3901.135	4202.204	4548.638	4982.39	5559.854	6095.742	6634.368
330	4120.071	1154.333	1758.514	9604.212	2298.949	2528.753	2812.22	3166.688	3441.407	3735.364	3968.204	4236.255	4579.202	5000.162	5556.744	6109.166	6682.299
331	4068.739	1106.629	1729.449	10630.49	2274.12	2512.052	2761.748	3131.373	3392.402	3661.187	3944.411	4207.573	4551.981	4941.315	5508.141	6023.417	6404.812
332	4181.387	1159.094	1858.638	10383.33	2336.956	2560.799	2833.376	3210.548	3509.598	3736.285	3993.017	4302.227	4630.206	5057.026	5739.575	6290.194	6811.331
333	4195.858	1205.384	1802.426	11006.61	2339.314	2559.655	2823.68	3178.295	3451.932	3741.634	4001.289	4299.538	4630.723	5187.151	5886.854	6439.279	6888.902
334	4194.609	1137.373	1827.859	8959.783	2359.496	2587.231	2852.441	3219.815	3483.114	3774.465	4058.675	4328.692	4684.095	5086.254	5665.455	6227.012	6733.923
335	4240.996	1183.834	1866.277	9288.101	2424.882	2620.936	2881.491	3214.232	3512.389	3810.804	4076.044	4370.788	4706.787	5168.284	5792.61	6463.843	6843.529
336	4175.749	1139.433	1630.982	9740.009	2380.185	2594.822	2865.095	3150.85	3473.931	3735.382	3994.888	4295.913	4667.405	5091.582	5742.637	6362.703	6717.846
337	4258.534	1235.25	1922.043	9854.305	2363.111	2581.165	2829.941	3243.128	3546.495	3813.259	4064.591	4317.867	4743.232	5196.948	5895.019	6669.441	7194.232
338	4272.482	1135.102	1935.464	8556.425	2472.98	2738.534	2937.222	3300.986	3554.013	3843.313	4116.695	4386.77	4724.882	5200.484	5784.756	6388.671	6931.792
339	4246.884	1201.692	1721.894	11508.88	2346.95	2646.617	2891.728	3277.83	3531.36	3757.541	4048.074	4308.185	4734.225	5198.447	5927.382	6448.222	6905.47
340	4249.526	1176.265	1797.625	8644.66	2325.582	2583.267	2823.791	3196.276	3549.982	3812.157	4099.784	4434.617	4736.087	5209.665	5842.671	6387.654	6832.748
341	4276.054	1218.576	1949.198	9237.247	2343.322	2632.039	2879.404	3271.126	3520.03	3774.726	4083.12	4413.232	4807.289	5260.033	5858.961	6494.062	6945.283
342	4361.597	1199.905	1571.543	9338.166	2415.719	2712.93	2996.767	3328.089	3642.207	3882.272	4140.764	4464.379	4894.363	5327.597	6045.42	6553.361	7014.407
343	4296.254	1192.33	1978.722	9960.629	2401.791	2661.407	2948.481	3281.206	3575.554	3860.338	4106.231	4405.675	4779.993	5226.46	5831.221	6477.653	6954.854
344	4305.546	1185.412	1966.642	9435.057	2386.933	2699.8	2966.706	3292.575	3608.061	3865.182	4105.889	4393.984	4732.71	5174.634	5965.226	6622.171	7024.49
345	4368.527	1198.537	2110.357	9787.208	2461.689	2769.579	3000.981	3372.774	3649.755	3890.157	4178.226	4488.971	4851.265	5332.502	5961.666	6638.542	7058.124
346	4356.622	1197.372	2039.109	8430.687	2457.362	2693.846	2973.349	3285.093	3616.304	3927.567	4230.244	4499.132	4846.444	5306.722	5960.383	6559.517	7119.453
347	4375.003	1210.378	1935.166	10228.18	2477.498	2718.67	2920.657	3310.754	3642.372	3964.615	4246.985	4531.658	4887.576	5336.061	5872.679	6601.798	7051.243
348	4340.765	1205.588	1725.09	11189.66	2424.557	2745.71	3036.105	3359.474	3588.564	3887.874	4130.699	4434.82	4818.125	5232.711	5878.48	6569.1	6938.162
349	4439.238	1287.183	1913.897	11024.2	2483.885	2686.752	2966.682	3332.591	3724.031	3962.353	4242.504	4547.964	4943.547	5370.613	6120.077	6719.657	7405.61
350	4486.942	1203.734	1830.686	9159.267	2528.471	2765.902	3068.814	3462.821	3744.999	4042.99	4345.519	4691.896	5033.034	5431.531	6069.213	6711.451	7151.581
351	4500.947	1243.367	1974.043	9362.141	2501.846	2780.305	3032.648	3397.358	3760.288	4000.412	4319.841	4659.583	5022.858	5491.48	6224.328	6790.057	7125.196
352	4510.859	1232.01	1946.736	10487.65	2485.884	2764.048	3032.963	3449.741	3786.676	4086.656	4331.063	4652.491	5006.192	5443.934	6149.977	6683.186	7281.726
353	4629.407	1296.226	1919.695	10244.55	2619.024	2899.308	3157.525	3504.906	3826.847	4138.829	4462.701	4757.123	5104.38	5596.8	6380.741	7000.773	7561.325
354	4557.86	1284.147	1957.161	10350.08	2516.439	2747.201	3035.102	3434.17	3771.074	4055.819	4398.981	4691.27	5119.439	5616.404	6305.639	6943.592	7227.857
355	4509.299	1208.544	2187.153	9766.896	2652.723	2873.627	3087.552	3427.823	3729.814	4047.79	4362.739	4668.958	5014.099	5491.743	6186.646	6747.362	7154.01
356	4597.176	1260.714	1989.877	8873.683	2547.595	2859.366	3111.566	3448.01	3777.788	4145.193	4449.883	4815.883	5173.911	5581.196	6264.21	6955.427	7362.137
357	4576.442	1165.323	1967.958	8956.849	2652.814	2938.104	3229.352	3547.837	3862.755	4132.958	4440.721	4725.166	5087.5	5537.895	6175.8	6602.778	7022.986
358	4599.24	1302.379	1760.045	12244.09	2527.518	2811.757	3091.658	3476.106	3812.273	4079.731	4387.443	4738.304	5126.698	5655.256	6410.165	7002.014	7340.845
359	4618.858	1300.408	1935.049	10070.28	2671.327	2933.322	3186.767	3527.527	3803.761	4085.798	4373.066	4710.645	5112.7	5612.277	6328.659	7144.633	7667.301
360	4623.58	1290.461	1842.549	10420.38	2621.111	2839.759	3125.593	3492.751	3870.774	4152.033	4463.221	4747.047	5136.416	5603.412	6275.879	6915.363	7387.46
361	4673.701	1219.141	2220.753	9913.328	2711.872	2992.41	3329.448	3632.231	3922.915	4178.121	4473.482	4775.971	5159.29	5676.244	6363.463	6869.129	7093.15
362	4718.957	1355.263	2061.928	10402.4	2588.037	2868.472	3121.677	3537.023	3857.996	4173.697	4542.724	4921.411	5306.199	5817.124	6487.652	7319.907	7735.931
363	4660.294	1265.938	1863.391	9500.743	2675.818	2848.99	3183.129	3553.079	3864.401	4187.508	4476.014	4844.019	5208.205	5671.021	6414.1	7100.404	7398.329
364	4818.321	1345.511	2110.137	10837.79	2691.997	2983.587	3256.801	3722.631	4006.936	4307.801	4655.207	4969.383	5336.036	5780.358	6609.39	7260.504	7902.233
365	4797.37	1342.459	1939.174	10671.56	2698.71	2971.897	3308.117	3697.757	4004.948	4290.791	4574.563	4906.056	5268.189	5785.257	6584.893	7431.062	7855.023
366	4814.934	1303.097	1937.704	11055.9	2593.303	2920.856	3290.998	3725.217	4048.649	4336.556	4675.422	5007.635	5338.674	5800.266	6620.016	7210.939	7672.602
367	4820.594	1292.559	1795.8	9601.1	2674.309	3003.758	3301.443	3706.827	4049.041	4354.761	4685.513	4992.008	5344.222	5830.15	6577.806	7265.554	7804.276
368	4861.298	1346.711	2251.651	11540.5	2710.051	3013.259	3303.564	3749.847	4035.254	4321.076	4674.428	5010.365	5419.923	5915.782	6596.386	7418.216	7857.436
369	4839.75	1333.405	2418.41	10433.62	2736.947	3056.416	3298.481	3698.915	4020.318	4297.817	4641.198	4945.581	5395.727	5854.507	6682.802	7405.673	7784.217
370	4931.537	1449.404	2323.979	12870.37	2834.968	3090.435	3386.103	3736.345	4074.632	4356.359	4608.746	4969.194	5441.67	6003.993	6858.799	7615.473	8092.001
371	4906.633	1471.616	1989.689	10848.24	2656.741	2939.396	3223.193	3625.578	3986.21	4332.455	4612.229	5052.569	5569.458	6129.974	6780.309	7610.543	8261.421
372	4988.401	1381.342	2019.47	12523.23	2760.028	3112.837	3447.209	3775.276	4151.378	4483.991	4782.952	5129.218	5580.719	6101.885	6750.909	7540.831	7980.119
373	4977.288	1356.774	2069.425	11417.94	2856.926	3086.373	3394.671	3798.59	4178.784	4481.21	4804.629	5153.298	5517.145	5960.284	6814.692	7606.182	8041.714
374	4933.02	1394.631	1945.158	10887.71	2694.301	3019.145	3315.534	3791.393	4142.567	4449.1	4787.899	5087.431	5440.152	5928.009	6708.566	7520.942	8249.413
375	5012.225	1388.53	1808.012	11100.97	2862.269	3147.152	3407.266	3802.541	4147.65	4475.888	4820.76	5203.113	5629.77	6109.789	6844.021	7555.373	8063.623
376	5009.791	1399.755	1926.974	11927.99	2840.751	3131.745	3435.007	3841.838	4164.387	4429.083	4828.796	5170.436	5579.925	6123.238	6887.816	7559.306	7969.178
377	4913.664	1342.56	2327.059	11155.39	2817.092	3175.256	3456.489	3828.337	4140.589	4350.916	4646.687	5008.388	5398.17	5839.34	6694.649	7521.453	7940.232
378	4982.125	1392.197	2024.572	11730.78	2714.54	3041.888	3413.397	3803.572	4121.013	4447.61	4780.41	5128.913	5544.549	6053.262	6954.604	7618.815	8004.774
379	5041.958	1433.325	2373.91	11590.81	2931.727	3186.909	3399.112	3820.169	4141.628	4431.995	4810.257	5197.127	5574.659	6138.135	6980.254	7795.912	8184.167
380	5058.608	1399.116	2187.344	10223.98	2795.692	3104.195	3394.081	3822.576	4221.647	4556.006	4886.388	5223.882	5587.87	6210.458	6850.923	7685.077	8255.672
381	5093.782	1401.614	2177.437	10741.86	2916.061	3155.901	3473.399	3867.538	4238.997	4566.774	4913.445	5265.651	5603.501	6095.224	7003.66	7781.4	8268.575
382	5157.798	1389.08	2264.861	11068.43	2904.52	3247.876	3544.883	3964.63	4320.898	4642.411	4975.533	5294.556	5764.394	6227.328	6985.559	7713.408	8456.977
383	5084.748	1458.404	1981.253	11583.92	2814.151	3146.225	3421.446	3866.409	4215.205	4515.15	4876.605	5210.328	5639.787	6151.606	6953.953	7806.266	8312.691
384	5171.268	1425.486	2325.221	11740.61	2859.227	3163.72	3452.245	3900.865	4338.777	4646.901	5030.995	5338.885	5761.696	6310.726	7094.417	7923.237	8329.821
385	5250.259	1486.49	2544.844	11429.57	2943.838	3215.326	3544.428	3970.998	4282.55	4711.863	5043.057	5417.756	5831.246	6361.627	7286.718	7863.832	8306.18
386	5101.765	1355.992	2338.318	11123.43	2920.447	3144.232	3530.951	3914.198	4254.228	4584.479	4931.198	5261.795	5719.001	6171.047	6915.312	7702.196	7990.08
387	5253.87	1482.079	2360.624	12467.57	2922.667	3238.171	3592.62	3984.68	4424.769	4690.043	5027.94	5385.167	5856.843	6375.657	7120.21	8046.968	8648.199
388	5181.978	1461.372	2150.241	12828.21	2925.55	3192.193	3482.03	3886.75	4260.194	4623.294	4978.8	5347.98	5787.251	6324.146	7131.486	7834.713	8320.849
389	5253.529	1444.885	1961.876	10350.89	2917.763	3191.018	3525.706	3969.268	4410.275	4731.046	5085.446	5444.573	5893.76	6442.569	7171.007	7823.591	8351.272
390	5246.113	1512.4	2130.653	12798.64	2939.307	3219.211	3515.013	3990.196	4344.169	4637.359	4984.911	5363.849	5891.132	6393.791	7298.266	8059.238	8567.485
391	5260.66	1451.865	2174.414	14410.03	3023.743	3322.074	3592.798	4059.968	4377.78	4719.493	5092.276	5459.914	5828.888	6351.564	7222.063	7782.747	8332.975
392	5341.9	1547.097	2231.685	12337.52	2923.607	3220.494	3531.949	4059.93	4425.748	4783.953	5133.358	5521.18	5953.493	6560.88	7314	8286.811	8954.371
393	5377.636	1455.956	2342.61	12900.93	3058.279	3337.808	3688.526	4114.35	4481.511	4817.275	5178.262	5500.658	5959.585	6596.289	7374.648	8053.296	8457.973
394	5296.918	1416.235	2279.374	15360.39	2986.439	3332.367	3685.182	4078.817	4474.883	4805.331	5100.651	5417.168	5890.924	6492.185	7235.86	7749.037	8181.845
395	5376.14	1484.577	2235.183	10913.49	2978.162	3291.568	3677.444	4121.064	4450.231	4780.936	5130.842	5560.884	5996.555	6545.65	7357.072	8119.288	8613.712
396	5347.597	1442.613	2207.661	11524.37	3037.569	3359.709	3666.911	4122.526	4483.315	4817.303	5146.859	5553.105	5894.418	6403.821	7242.633	7913.101	8672.185
397	5329.074	1471.595	2220.117	12983.93	2916.19	3253.03	3657.132	4090.973	4439.468	4765.849	5162.294	5526.738	5903.375	6489.794	7244.603	7982.217	8407.786
398	5357.326	1464.111	2169.05	12013.03	3099.162	3358.334	3656.409	4114.298	4490.526	4832.249	5148.295	5458.523	5927.648	6482.715	7340.174	8016.333	8596.037
399	5477.302	1468.344	2133.708	11921.14	3066.174	3415.243	3747.511	4221.876	4605.72	4971.228	5311.924	5644.076	6071.381	6554.675	7421.83	8154.197	8717.741
400	5479.978	1557.133	2514.475	12230.94	3201.601	3413.034	3714.04	4124.212	4515.025	4895.678	5223.148	5592.068	6081.642	6668.801	7602.879	8339.843	8937.393
401	5541.806	1532.431	2692.216	11703.51	3224.679	3447.374	3750.951	4201.524	4565.909	4972.332	5353.1	5753.808	6162.652	6674.97	7566.774	8326.706	9063.493
402	5507.113	1505.74	2032.403	11661.61	3079.353	3434.135	3798.272	4234.219	4570.465	4891.274	5256.043	5677.847	6089.405	6781.817	7647.217	8366.898	8862.08
403	5503.29	1565.362	2155.077	13326.14	3091.313	3399.591	3731.348	4162.793	4560.775	4895.169	5297.061	5635.093	6116.048	6656.429	7537.019	8292.866	9079.449
404	5486.19	1496.915	2507.371	13807.24	3229.563	3479.732	3792.06	4227.396	4563.649	4847.68	5223.198	5654.757	6129.97	6622.107	7496.828	8198.042	8829.36
405	5604.777	1508.075	2173.383	11445.09	3127.817	3504.539	3810.631	4301.219	4660.145	5023.797	5416.373	5783.212	6246.134	6774.231	7678.215	8260.199	8990.23
406	5676.469	1654.249	2041.791	14093.75	3109.509	3490.483	3813.179	4275.082	4719.92	5116.73	5462.932	5848.737	6281.54	6822.287	7743.152	8463.891	9333.868
407	5589.214	1597.701	2244.257	11838.54	3056.579	3482.134	3757.658	4154.099	4584.435	4990.86	5382.731	5761.721	6294.459	6858.491	7692.075	8404.403	9275.273
408	5646.668	1581.491	2278.699	12289.92	3061.834	3454.115	3769.962	4315.765	4668.761	5047.939	5467.442	5846.248	6304.056	6863.969	7721.978	8699.564	9108.116
409	5661.014	1614.232	2731.896	13133.5	3146.821	3442.166	3832.882	4279.695	4643.032	5020.51	5406.31	5777.377	6315.139	6962.034	7851.3	8748.427	9349.98
410	5711.48	1637.906	2265.065	13515.59	3149.844	3531.222	3876.71	4321.275	4724.545	5098.821	5455.809	5871.105	6331.714	6952.476	7896.571	8896.358	9521.869
411	5660.513	1561.291	2491.886	12026.12	3103.571	3423.074	3830.671	4333.088	4721.563	5073.108	5441.765	5801.719	6275.76	6958.5	7860.151	8514.283	8970.625
412	5657.772	1584.977	2205.72	13376.53	3218.212	3542.827	3839.519	4327.009	4702.335	5065.973	5387.351	5823.501	6230.494	6881.915	7696.723	8505.13	9137.341
413	5698.04	1587.281	2487.72	12586.54	3175.031	3546.582	3803.346	4299.555	4754.156	5132.055	5492.626	5839.301	6385.819	6941.852	7863.526	8680.946	9213.932
414	5752.975	1637.972	2202.596	12736.79	3197.836	3557.624	3808.601	4362.763	4791.352	5154.45	5542.503	5933.011	6401.853	6928.244	7888.639	8888.245	9516.987
415	5709.531	1559.517	2696.532	11315.81	3183.149	3610.169	3897.294	4340.226	4722.29	5105.502	5482.79	5881.429	6373.875	6921.462	7894.008	8541.883	9071.167
416	5777.596	1601.313	2531.982	12418.18	3116.429	3511.849	3862.065	4375.35	4802.209	5248.207	5565.387	5987.162	6471.277	7051.406	7946.053	8574.429	9098.511
417	5786.834	1576.993	2600.868	11778.8	3171.176	3579.001	3951.697	4467.619	4810.555	5206.422	5562.314	5981.751	6428.27	7003.096	7883.994	8714.335	9250.483
418	5859.544	1651.037	2866.426	13698.11	3296.748	3594.56	3992.19	4460.859	4877.751	5252.13	5596.409	6003.631	6519.221	7050.856	8047.082	8869.111	9706.053
419	5835.506	1609.754	2726.415	12842.64	3286.59	3607.441	3994.855	4518.559	4928.12	5269.61	5638.761	6005.722	6388.546	6912.419	7976.842	8837.64	9545.992
420	5868.763	1697.565	2562.508	13303.18	3250.184	3590.185	3937.635	4373.269	4805.421	5237.773	5637.455	6067.963	6598.055	7189.783	8050.353	9019.021	9468.156
421	5994.791	1706.112	2650.331	15571.44	3349.246	3692.339	4013.045	4531.651	4953.629	5360.425	5755.855	6190.345	6644.022	7333.785	8206.67	8917.454	9666.097
422	5978.889	1638.751	2800.059	11778.41	3402.858	3715.956	4014.815	4487.693	4995.341	5355.896	5731.195	6165.778	6681.677	7324.867	8238.397	9130.689	9639.244
423	5998.357	1673.95	2571.93	13375.58	3320.829	3702.811	4062.069	4563.644	4978.605	5386.259	5768.974	6137.225	6651.899	7273.034	8199.093	9136.931	9592.631
424	6020.261	1677.604	2768.97	13170.01	3402.977	3732.411	4101.402	4590.435	4971.537	5411.181	5776.223	6150.403	6624.817	7353.963	8358.618	9149.441	9646.099
425	5986.667	1702.758	2521.811	12754.76	3257.912	3670.333	4004.269	4479.006	4958.975	5317.454	5688.78	6181.12	6689.78	7315.326	8337.983	9074.987	9583.776
426	5994.004	1695.733	2731.091	13629.1	3330.471	3671.887	4006.539	4609.837	5020.978	5355.673	5699.127	6169.674	6678.193	7219.809	8112.974	9222.419	9984.204
427	6018.387	1671.501	2631.18	12280.99	3335.532	3737.089	4115.068	4561.291	5003.721	5393.757	5744.371	6133.581	6591.583	7401.766	8362.6	9141.71	9605.354
428	5996.709	1636.781	2756.606	14016.37	3242.396	3736.759	4170.272	4639.789	5019.579	5416.483	5746.635	6148.819	6600.211	7261.633	8140.421	9122.987	9692.657
429	6046.575	1715.701	2423.034	16139.57	3342.057	3691.916	4162.853	4662.465	5044.841	5356.583	5741.608	6183.171	6690.467	7258.147	8358.485	9392.468	10240.33
430	6219.756	1741.204	2731.935	14635.67	3473.952	3852.571	4218.084	4728.261	5124.741	5537.073	5982.636	6431.509	6896.928	7532.993	8591.348	9498.706	10026.71
431	6035.411	1741.659	2533.39	14410.02	3372.551	3712.86	4054.601	4566.389	4968.704	5335.736	5738.814	6186.158	6736.494	7411.278	8445.255	9365.837	9782.385
432	6175.126	1726.312	2295.44	14794.65	3545.964	3834.497	4153.778	4702.129	5189.994	5521.736	5910.061	6307.176	6857.168	7492.831	8439.093	9312.54	10066.72
433	6155.18	1760.563	2719.936	15672.7	3475.652	3786.015	4198.284	4709.16	5099.943	5453.28	5875.733	6319.648	6806.717	7459.093	8461.61	9241.236	9909.3
434	6226.181	1768.64	2807.77	14203.08	3418.759	3773.8	4176.652	4688.389	5167.839	5508.399	5957.152	6461.689	7018.691	7634.207	8570.332	9361.723	10051.33
435	6186.423	1789.595	2913.929	15246.47	3519.891	3813.56	4153.395	4679.755	5117.781	5517.489	5898.971	6311	6808.848	7536.358	8564.734	9541.834	10421.22
436	6282.961	1786.437	2826.629	15655.35	3595.106	3931.095	4298.237	4739.112	5174.118	5605.367	6025.419	6418.673	6970.631	7588.115	8627.06	9370.134	10229.83
437	6297.728	1783.417	2794.246	15055.59	3574.61	3935.159	4269.872	4804.611	5275.138	5657.456	6041.269	6440.791	6877.636	7505.505	8530.335	9500.878	10652.12
438	6312.181	1776.77	2614.834	13972.53	3463.375	3837.541	4264.712	4818.808	5218.448	5569.777	6058.707	6524.203	7007.079	7738.249	8880.954	9741.034	10152.91
439	6319.318	1732.781	2981.952	14335.79	3538.582	3955.621	4321.201	4783.49	5242.155	5649.363	6077.891	6518.968	6976.787	7679.56	8749.606	9537.698	10150.38
440	6401.848	1874.34	2867.117	15424.25	3563.313	3897.604	4258.298	4801.99	5263.027	5653.095	6110.539	6592.489	7115.518	7761.343	8871.874	9855.693	10665.56
441	6422.855	1750.382	2560.988	13215.56	3632.322	4000.856	4401.572	4958.701	5324.075	5705.948	6159.295	6621.766	7102.996	7836.547	8877.309	9601.534	10201.36
442	6325.872	1704.905	2737.982	14588.73	3533.53	3898.708	4283.289	4870.767	5281.523	5697.486	6130.774	6547.59	7043.056	7616.656	8665.449	9502.63	10038.24
443	6352.401	1719.143	2837.827	16234.76	3596.112	3987.125	4314.215	4905.665	5383.161	5728.981	6078.429	6571.856	7100.408	7695.269	8524.398	9398.672	9955.272
444	6368.757	1757.803	3009.097	13787.25	3551.561	3929.687	4293.07	4841.987	5255.263	5719.076	6111.669	6543.903	7149.431	7776.77	8741.773	9589.743	10027.28
445	6475.834	1786.5	2587.249	15414.03	3661.185	4074.314	4445.248	4973.714	5358.196	5763.551	6202.845	6646.585	7230.386	7870.876	8955.632	9750.807	10431.4
446	6266.681	1733.323	2644.65	13391.65	3562.322	3925.776	4280.191	4778.754	5202.135	5570.712	6092.951	6434.296	6943.514	7582.161	8547.85	9488.33	9987.258
447	6390.541	1768.194	2461.207	14929.65	3437.642	3911.174	4291.098	4865.665	5349.941	5734.265	6156.409	6632.273	7211.747	7794.72	8583.496	9606.567	10175.91
448	6484.201	1834.086	2670.386	14450.37	3676.004	4005.259	4336.015	4915.775	5376.62	5759.706	6166.562	6670.302	7282.372	7912.744	8906.45	9796.815	10319.86
449	6601.35	1856.385	2919.499	14832.68	3661.464	4055.638	4471.269	5025.794	5442.283	5919.903	6358.565	6774.959	7392.238	7979.094	9108.603	9885.716	10793.46
450	6524.579	1839.953	2672.226	14312.82	3590.818	3975.973	4461.145	4952.518	5409.981	5792.706	6206.704	6725.4	7262.042	7957.819	9098.296	9947.402	10541.35
451	6547.747	1898.69	2821.708	14979	3569.29	4051.58	4372.74	4915.086	5402.698	5772.677	6258.614	6752.256	7306.414	7970.087	9084.094	10121.77	11008.55
452	6666.508	1879.149	2998.103	13758.04	3647.947	4055.198	4379.791	4952.109	5529.552	6012.596	6490.014	6999.327	7486.805	8209.158	9097.091	9973.864	10666.09
453	6593.075	1801.568	2654.998	14880.95	3591.224	4084.059	4488.476	4999.904	5559.076	5984.282	6359.303	6818.246	7315.187	7892.612	9002.225	9878.422	10470.61
454	6535.641	1808.141	3060.287	14351.92	3568.409	4035.464	4470.516	5020.679	5423.774	5864.992	6294.384	6765.784	7233.018	7879.623	8876.872	9907.757	10657.87
455	6590.57	1791.355	2817.92	15140.3	3776.035	4112.261	4507.037	5080.746	5557.686	5893.655	6343.859	6759.662	7249.577	7937.852	9033.517	10027.46	10502.48
456	6669.019	1969.025	2717.671	18315.9	3629.444	4082.229	4444.269	4998.67	5458.343	5910.927	6324.859	6785.497	7483.482	8194.462	9348.094	10241.62	10892.54
457	6730.323	1891.947	2719.189	15676.13	3705.686	4029.907	4515.113	5154.639	5618.765	6001.481	6480.949	6943.208	7508.961	8220.933	9317.157	10215.67	10538.52
458	6800.787	1911.716	2572.374	15553.44	3777.208	4200.466	4516.79	5045.886	5649.046	6081.625	6616.489	7113.485	7608.13	8327.698	9402.647	10233.66	10922.59
459	6768.049	1803.304	3068.705	15106.54	3859.516	4228.484	4650.874	5232.859	5718.212	6201.171	6598.801	6961.953	7380.824	8118.613	9166.646	10013.61	10664.48
460	6732.063	1974.643	2730.354	17606.16	3745.972	4111.565	4529.578	5083.049	5524.559	5915.879	6383.713	6885.172	7452.197	8239.979	9354.897	10336.51	11236.64
461	6705.122	1805.016	2780.679	14174.47	3678.572	4085.675	4531.313	5091.846	5620.329	6074.452	6533.289	6982.807	7529.663	8174.531	8967.242	9876.893	10620.46
462	6926.912	1937.335	2957.57	16436.08	3830.631	4162.967	4584.771	5204.603	5710.057	6302.438	6761.634	7199.217	7764.645	8443.202	9421.104	10428.82	11082.17
463	6833.378	1885.705	3101.873	15325.89	3803.901	4239.859	4652.724	5212.423	5708.706	6129.171	6532.88	7037.594	7643.31	8378.956	9319.73	10145.74	10753.09
464	6840.992	1950.474	3400.927	15827.17	3795.523	4223.092	4555.067	5244.769	5700.948	6086.068	6508.771	7046.878	7631.116	8265.992	9453.203	10323.96	11263.82
465	6887.368	1942.756	2837.695	14807.14	3831.65	4226.837	4653.247	5213.128	5729.31	6158.418	6569.376	7093.71	7654.948	8475.872	9528.708	10386.35	11188.03
466	6868.08	1901.043	3124.837	14799.54	3925.811	4212.674	4655.113	5259.064	5710.762	6158.863	6594.417	7034.058	7606.665	8403.12	9429.62	10467.96	11070.57
467	6962.693	2034.144	2952.45	20007.41	3920.88	4242.925	4670.428	5241.662	5728.715	6165.804	6619.842	7125.863	7782.358	8539.1	9661.554	10559.55	11156.08
468	6978.045	1959.016	2989.981	16086.13	3808.866	4238.31	4730.279	5289.301	5777.643	6177.418	6731.407	7246.374	7732.344	8568.017	9624.019	10600.61	11281.91
469	6906.809	1972.395	2974.423	16749.67	3902.587	4285.85	4632.992	5317.732	5724.708	6163.976	6552.412	7046.019	7668.616	8295.218	9481.11	10680.84	11389.84
470	6979.73	1936.933	2952.847	15865.64	3801.441	4271.677	4718.713	5402.367	5866.501	6277.667	6674.875	7157.292	7720.993	8424.941	9639.954	10614.39	11195.04
471	7048.911	1908.899	2897.45	15814.95	3943.558	4343.181	4800.419	5382.819	5847.38	6389.07	6814.644	7223.234	7846.696	8571.441	9597.851	10421.83	11138.82
472	7162.939	1975.313	2907.579	15770.48	3920.784	4433.28	4786.987	5528.945	6024.371	6439.297	6873.317	7323.39	7997.151	8651.545	9701.932	10871.82	11691.93
473	7103.609	1982.814	3192.834	15701.13	4131.78	4427.723	4816.687	5412.799	5890.974	6336.686	6822.849	7281.287	7847.923	8597.817	9811.615	10861.83	11350.68
474	7224.677	2085.605	2963.015	17210.62	4043.065	4484.143	4829.25	5450.281	5931.161	6416.326	6891.914	7426.481	8084.555	8710.546	10047.95	11087.39	12021.85
475	7163.05	1989.084	3346.319	15871.31	4052.014	4356.849	4772.762	5456.918	6050.778	6458.694	6902.587	7386.069	7970.196	8649.12	9680.877	11025.02	11712.7
476	7075.198	1999.098	3327.794	17316.47	3861.546	4344.31	4816.425	5363.2	5835.208	6279.353	6706.189	7302.647	7861.612	8704.489	9794.776	10858.84	11383.02
477	7177.662	2079.222	3141.371	18403.44	3984.352	4337.184	4771.157	5415.191	5923.115	6369.548	6882.498	7413.048	8040.686	8755.337	9936.483	10827.85	11722
478	7231.333	2031.326	3127.267	14850.58	3956.019	4413.601	4878.22	5509.03	6009.608	6504.792	6930.925	7403.487	7962.218	8877.111	10168.06	11179.91	11742.54
479	7178.457	1988.873	3079.04	17054.7	4000.568	4446.918	4830.833	5443.628	5917.509	6460.887	6909.076	7533.096	8028.031	8640.774	9825.465	10747.59	11535.1
480	7169.069	2023.114	3241.078	16826.98	3980.805	4433.734	4774.562	5474.628	5916.809	6392.433	6843.441	7413.092	8023.222	8785.649	9897.994	10770.6	11192.51
481	7207.551	2016.075	2632.574	15620.1	3933.863	4392.345	4842.382	5423.065	6027.385	6497.938	6959.543	7432.083	8061.145	8723.983	9880.445	10809.48	11501.36
